Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..,..,50000.0007450581,17959999.0844727,6500000,10720000.2670288,7690000.05722046,6570000.17166138,4719999.79019165,14159999.8474121,8689999.5803833,7400000.09536743,6949999.80926514,9050000.19073486,10920000.0762939,11960000.038147,13840000.1525879,24229999.5422363,23100000.3814697,12500000,10699999.8092651,10770000.4577637,15050000.1907349,8500000,4550000.19073486,8439999.5803833,9770000.45776367,9090000.15258789,6360000.1335144,5789999.96185303,15060000.4196167,37919998.1689453,70000.0002980232,-270000.010728836,2799999.95231628,5309999.94277954,3200000.04768372,42590000.1525879,2940000.05722046,10949999.8092651,14060000.4196167,20959999.0844727,28360000.6103516,..,..,..,..,..,..,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..,..,409999.996423721,33409999.8474121,35259998.3215332,28690000.5340576,14479999.5422363,11039999.961853,5659999.84741211,20190000.5340576,28000000,20139999.3896484,16680000.3051758,14029999.7329712,17459999.0844727,24290000.9155273,19899999.6185303,29549999.2370605,29290000.9155273,18049999.2370605,33259998.3215332,36619998.9318848,34389999.3896484,43909999.8474121,61400001.5258789,48049999.2370605,34000000,8949999.80926514,31950000.7629395,12229999.5422363,26680000.3051758,45500000,18860000.6103516,-19819999.6948242,11819999.6948242,20340000.1525879,19399999.6185303,15390000.3433228,37209999.0844727,40029998.7792969,32069999.6948242,25899999.6185303,23850000.3814697,18260000.2288818,14779999.7329712,16090000.1525879,16040000.9155273,8560000.4196167,32659999.8474121,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..,..,550000.011920929,17610000.6103516,24219999.3133545,17700000.7629395,14329999.9237061,14529999.7329712,15149999.6185303,22739999.7711182,21879999.1607666,18700000.7629395,13359999.6566772,9979999.54223633,13670000.0762939,26090000.1525879,24590000.1525879,27899999.6185303,24180000.3051758,22899999.6185303,22690000.5340576,24819999.6948242,18950000.7629395,15260000.2288818,58009998.3215332,32400001.5258789,6269999.98092651,28389999.3896484,20899999.6185303,7800000.19073486,12710000.038147,6320000.17166138,7690000.05722046,10829999.9237061,8350000.38146973,5119999.88555908,64970001.2207031,24229999.5422363,27489999.7711182,16409999.8474121,16090000.1525879,7940000.05722046,8020000.45776367,9239999.77111816,14710000.038147,9739999.77111816,12239999.7711182,18149999.6185303,86010002.1362305,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Sudan,SDN,213220001.220703,85089996.3378906,51930000.3051758,106760002.13623,148059997.558594,194759994.506836,253509994.506836,101760002.13623,233330001.831055,59990001.6784668,52930000.3051758,57270000.4577637,337149993.896484,175330001.831055,866229980.46875,1074150024.41406,944679992.675781,996239990.234375,1064880004.88281,1745280029.29688,1556760009.76563,1536459960.9375,1842290039.0625,2374800048.82813,1550699951.17188,2783209960.9375,1964959960.9375,1587050048.82813,1560079956.05469,1268829956.05469,1296500000,1266069946.28906,733890014.648438,641270019.53125,560989990.234375,294730010.986328,280630004.882813,199820007.324219,308320007.324219,359350006.103516,342130004.882813,304750000,443980010.986328,806090026.855469,1197329956.05469,2137449951.17188,2291409912.10938,2199030029.29688,2571449951.17188,2455669921.875,2059600097.65625,1697589965.82031,1327150024.41406,1507349975.58594,842020019.53125,1010510009.76563,851099975.585938,898559997.558594,967489990.234375,1651199951.17188,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Suriname,SUR,124309997.558594,136949996.948242,113779998.779297,163639999.389648,129380004.882813,163020004.272461,30360000.6103516,31879999.1607666,158279998.779297,148889999.389648,202089996.337891,195169998.168945,214929992.675781,148190002.441406,208679992.675781,194410003.662109,365369995.117188,277470001.220703,169309997.558594,215759994.506836,177460006.713867,246940002.441406,263269989.013672,11609999.6566772,15979999.5422363,26159999.8474121,28920000.0762939,34349998.4741211,38659999.8474121,96510002.1362305,97830001.8310547,66629997.253418,117300003.051758,118879997.253418,88260002.1362305,98660003.6621094,143389999.389648,110589996.337891,82250000,50950000.7629395,50220001.2207031,38610000.6103516,18940000.5340576,14189999.5803833,28090000.1525879,48009998.3215332,68500000,143750000,90150001.5258789,143759994.506836,97569999.6948242,69620002.746582,39049999.2370605,28670000.0762939,12420000.0762939,17370000.8392334,17940000.5340576,21190000.5340576,14180000.3051758,23739999.7711182,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Sweden,SWE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Switzerland,CHE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Syrian Arab Republic,SYR,127389999.389648,112029998.779297,169800003.051758,22290000.9155273,33590000.1525879,28879999.1607666,137320007.324219,39139999.3896484,33759998.3215332,69029998.7792969,141240005.493164,127849998.474121,289239990.234375,1952219970.70313,3195889892.57813,3019379882.8125,2797989990.23438,3359909912.10938,2614820068.35938,5180810058.59375,4422500000,4321939941.40625,2816330078.125,2169399902.34375,1607780029.29688,1514900024.41406,1479319946.28906,1374400024.41406,258440002.441406,192330001.831055,1310829956.05469,727859985.351563,262760009.765625,320670013.427734,817929992.675781,370109985.351563,256329986.572266,242449996.948242,198630004.882813,254850006.103516,199059997.558594,256579986.572266,86550003.0517578,152880004.882813,127300003.051758,85779998.7792969,22549999.2370605,78720001.2207031,148160003.662109,204759994.506836,135500000,272019989.013672,1286959960.9375,3004530029.29688,3378489990.23438,4447939941.40625,7978290039.0625,9693730468.75,9997000000,10403209960.9375,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Tajikistan,TJK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18829999.9237061,40389999.3896484,97339996.3378906,86239997.8637695,136440002.441406,121599998.474121,225229995.727539,158750000,163880004.882813,245470001.220703,210679992.675781,174529998.779297,272980010.986328,261529998.779297,231119995.117188,202589996.337891,232639999.389648,295769989.013672,382000000,259420013.427734,372589996.337891,368239990.234375,335220001.220703,456500000,380950012.207031,340350006.103516,403570007.324219,372250000,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Tanzania,TZA,101410003.662109,360190002.441406,409589996.337891,264850006.103516,357799987.792969,286779998.779297,239669998.168945,285190002.441406,279820007.324219,239190002.441406,330880004.882813,369029998.779297,319730010.986328,439179992.675781,643309997.558594,1042510009.76563,904020019.53125,1076170043.94531,1178439941.40625,1436099975.58594,1521209960.9375,1691089965.82031,1709579956.05469,1530560058.59375,1509589965.82031,1314670043.94531,1437599975.58594,1654680053.71094,1678160034.17969,1541510009.76563,1734550048.82813,1543380004.88281,1831969970.70313,1371880004.88281,1323520019.53125,1060609985.35156,1090989990.23438,1304459960.9375,1377800048.82813,1392380004.88281,1473670043.94531,1816650024.41406,1869599975.58594,2150080078.125,2019699951.17188,1656489990.23438,2040410034.17969,2838540039.0625,2226570068.35938,3132840087.89063,2962689941.40625,2318570068.35938,2728350097.65625,3300709960.9375,2534739990.23438,2698100097.65625,2436770019.53125,2682949951.17188,2455000000,2187989990.23438,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Thailand,THA,293119995.117188,196679992.675781,264489990.234375,249710006.713867,218979995.727539,355760009.765625,304320007.324219,380059997.558594,395720001.220703,418380004.882813,465109985.351563,355019989.013672,283290008.544922,276540008.544922,296010009.765625,315320007.324219,591900024.414063,416649993.896484,671219970.703125,925590026.855469,939340026.855469,909349975.585938,917150024.414063,960640014.648438,1052280029.29688,1047300048.82813,809799987.792969,689239990.234375,703440002.441406,917109985.351563,1071880004.88281,912799987.792969,878260009.765625,663590026.855469,600190002.441406,735929992.675781,800020019.53125,677619995.117188,789340026.855469,1011030029.29688,668450012.207031,336980010.986328,349190002.441406,-896609985.351563,78699996.9482422,-126989997.86377,-197949996.948242,-317589996.337891,-555330017.089844,-2609999.89509583,13989999.7711182,-92589996.3378906,-69750000,39080001.8310547,343660003.662109,58459999.0844727,231199996.948242,257420013.427734,-419350006.103516,-326070007.324219,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Timor-Leste,TLS,..,19680000.3051758,..,..,..,..,..,3250000,..,..,..,..,..,..,39999.9991059303,889999.985694885,1610000.01430511,..,29999.9993294477,1070000.05245209,879999.995231628,629999.995231628,560000.002384186,1049999.95231628,..,..,610000.014305115,..,29999.9993294477,..,159999.996423721,1299999.95231628,209999.993443489,660000.026226044,319999.992847443,19999.9995529652,119999.997317791,689999.997615814,2519999.98092651,272399993.896484,404380004.882813,347750000,359329986.572266,239600006.103516,200250000,214919998.168945,239899993.896484,291519989.013672,269670013.427734,220410003.662109,276130004.882813,242270004.272461,253889999.389648,232929992.675781,232789993.286133,227050003.051758,235800003.051758,237720001.220703,207649993.896484,240229995.727539,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Togo,TGO,920000.016689301,21270000.4577637,35419998.1689453,51630001.0681152,108139999.389648,96300003.0517578,82239997.8637695,94319999.6948242,129899993.896484,113900001.525879,113860000.610352,114599998.474121,117879997.253418,121309997.558594,166110000.610352,151889999.389648,160029998.779297,209119995.117188,285640014.648438,274579986.572266,203910003.662109,153679992.675781,192789993.286133,286880004.882813,296790008.544922,288700012.207031,345700012.207031,215240005.493164,338779998.779297,331179992.675781,380440002.441406,286589996.337891,303950012.207031,132979995.727539,167779998.779297,233259994.506836,183130004.882813,159860000.610352,173479995.727539,95959999.0844727,103419998.168945,71599998.4741211,76709999.0844727,64120002.746582,75519996.6430664,92860000.6103516,86930000.3051758,122129997.253418,304549987.792969,494179992.675781,388750000,499230010.986328,231970001.220703,213110000.610352,198429992.675781,214589996.337891,180339996.337891,361040008.544922,296959991.455078,420660003.662109,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Tonga,TON,79999.9982118607,150000.005960464,519999.980926514,360000.014305115,419999.986886978,3730000.01907349,4440000.05722046,9140000.34332275,11539999.961853,4659999.84741211,9920000.07629395,4750000,7269999.98092651,7280000.20980835,13449999.8092651,14949999.8092651,18680000.3051758,26270000.4577637,28110000.6103516,60290000.9155273,38770000.4577637,42750000,44990001.6784668,46389999.3896484,39930000.3051758,38029998.7792969,33020000.4577637,40909999.8474121,31010000.2288818,39349998.4741211,42720001.2207031,28069999.6948242,35659999.8474121,41759998.3215332,42110000.6103516,39840000.1525879,37939998.626709,36680000.3051758,33250000,30729999.5422363,26319999.6948242,32529998.7792969,31370000.8392334,31639999.3896484,26510000.2288818,38200000.7629395,27899999.6185303,35830001.8310547,27290000.9155273,39290000.9155273,61180000.3051758,75099998.4741211,67069999.6948242,72769996.6430664,74239997.8637695,72860000.6103516,86370002.746582,88779998.7792969,87769996.6430664,109910003.662109,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Trinidad and Tobago,TTO,..,769999.980926514,4929999.82833862,80519996.6430664,84879997.253418,98760002.1362305,58950000.7629395,34909999.8474121,27709999.0844727,48860000.6103516,34520000.4577637,24149999.6185303,16280000.6866455,10020000.4577637,14180000.3051758,16239999.7711182,14319999.6948242,6809999.94277954,9510000.22888184,8810000.4196167,8579999.92370605,-4920000.07629395,11970000.2670288,15149999.6185303,13609999.6566772,20959999.0844727,41880001.0681152,61470001.2207031,10810000.4196167,7889999.8664856,25629999.1607666,-2980000.01907349,8789999.96185303,2160000.08583069,28350000.3814697,30729999.5422363,19510000.2288818,47259998.3215332,20739999.7711182,38819999.6948242,-4750000,-11850000.3814697,-16299999.2370605,-4619999.88555908,-1809999.94277954,-2920000.07629395,13319999.6948242,20059999.4659424,8500000,6599999.90463257,4400000.09536743,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Tunisia,TUN,345089996.337891,651200012.207031,485750000,643960021.972656,474929992.675781,605719970.703125,544479980.46875,619250000,426970001.220703,698530029.296875,678849975.585938,604510009.765625,572429992.675781,608840026.855469,722289978.027344,753969970.703125,770000000,777059997.558594,866960021.972656,494480010.986328,523190002.441406,595549987.792969,522719970.703125,533809997.558594,472670013.427734,442769989.013672,462799987.792969,508589996.337891,529159973.144531,469149993.896484,571780029.296875,504140014.648438,519280029.296875,351769989.013672,150610000.610352,94819999.6948242,162029998.779297,271239990.234375,202649993.896484,358170013.427734,318079986.572266,563869995.117188,310989990.234375,358630004.882813,364190002.441406,394630004.882813,466619995.117188,314380004.882813,342390014.648438,452739990.234375,521700012.207031,835849975.585938,1001270019.53125,661950012.207031,810530029.296875,552340026.855469,710729980.46875,862880004.882813,806780029.296875,1006349975.58594,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Turkey,TUR,942020019.53125,1278530029.29688,1484420043.94531,1490270019.53125,1052969970.70313,1246640014.64844,1364810058.59375,1340589965.82031,1185319946.28906,1070339965.82031,1041339965.82031,1133010009.76563,1141949951.17188,378929992.675781,189130004.882813,201570007.324219,521580017.089844,322690002.441406,454250000,1463199951.17188,2219580078.125,1790880004.88281,1543369995.11719,858109985.351563,581559997.558594,465459991.455078,691409973.144531,578650024.414063,392350006.103516,220059997.558594,1815010009.76563,2237159912.10938,447019989.013672,640010009.765625,239850006.103516,390529998.779297,280480010.986328,10909999.8474121,48130001.0681152,45970001.2207031,445209991.455078,283279998.779297,409799987.792969,215289993.286133,333429992.675781,457029998.779297,609059997.558594,773280029.296875,1008469970.70313,1245660034.17969,928219970.703125,3015110107.42188,3044300048.82813,2678580078.125,3215949951.17188,2345649902.34375,3936080078.125,3332689941.40625,1189800048.82813,851659973.144531,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9920000.07629395,46049999.2370605,39569999.6948242,42389999.3896484,32680000.3051758,28309999.4659424,35549999.2370605,35020000.4577637,49950000.7629395,102690002.441406,58540000.9155273,34979999.5422363,58880001.0681152,29440000.5340576,40119998.9318848,22450000.7629395,12659999.8474121,38400001.5258789,38740001.6784668,36369998.9318848,33950000.7629395,30270000.4577637,30370000.8392334,23549999.2370605,33299999.2370605,29000000,20459999.0844727,26000000,..,..
