Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,North Macedonia,MKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4989999.77111816,147199996.948242,93199996.9482422,132160003.662109,131610000.610352,143820007.324219,386959991.455078,390019989.013672,386880004.882813,410579986.572266,345250000,312859985.351563,259549987.792969,223119995.117188,203600006.103516,191779998.779297,187389999.389648,179229995.727539,177149993.896484,141449996.948242,183929992.675781,195850006.103516,223589996.337891,175990005.493164,154889999.389648,170179992.675781,144990005.493164,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Northern Mariana Islands,MNP,33180000.3051758,39479999.5422363,52049999.2370605,109110000.610352,70059997.5585938,113010002.13623,109199996.948242,118690002.441406,168259994.506836,247369995.117188,245669998.168945,258450012.207031,265980010.986328,289130004.882813,304049987.792969,300890014.648438,314070007.324219,302369995.117188,311519989.013672,317809997.558594,284700012.207031,324230010.986328,363970001.220703,289859985.351563,387390014.648438,322790008.544922,454730010.986328,352399993.896484,282179992.675781,285730010.986328,104400001.525879,35520000.4577637,9239999.77111816,139190002.441406,3740000.00953674,-750000,-1340000.0333786,930000.007152557,270000.010728836,159999.996423721,250000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Norway,NOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Oman,OMN,2490000.00953674,3170000.07629395,4070000.17166138,3289999.96185303,35909999.8474121,14970000.2670288,4909999.84741211,7369999.88555908,430000.007152557,319999.992847443,519999.980926514,11779999.7329712,51380001.0681152,103569999.694824,702630004.882813,511070007.324219,600400024.414063,1179050048.82813,172199996.948242,611840026.855469,506859985.351563,599429992.675781,331440002.441406,172740005.493164,262970001.220703,186529998.779297,209339996.337891,81239997.8637695,9329999.92370605,39009998.3215332,101260002.13623,18370000.8392334,55580001.8310547,182300003.051758,219350006.103516,85660003.6621094,101569999.694824,134169998.168945,762820007.324219,68000000,106080001.831055,7250000,108849998.474121,80959999.0844727,114650001.525879,20719999.3133545,57009998.3215332,219000000,72650001.5258789,145619995.117188,-21399999.6185303,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Pakistan,PAK,1696949951.17188,1706770019.53125,2539600097.65625,3271250000,3399989990.23438,3324750000,2456399902.34375,3070459960.9375,2409090087.89063,1961540039.0625,2474560058.59375,2403159912.10938,1596310058.59375,1310459960.9375,1922160034.17969,2697610107.42188,3577489990.23438,1936260009.76563,1803619995.11719,1745400024.41406,2665010009.76563,1883050048.82813,2083709960.9375,1581089965.82031,1529589965.82031,1603109985.35156,1604150024.41406,1151550048.82813,1859170043.94531,1942699951.17188,1342449951.17188,1637150024.41406,1118109985.35156,1092069946.28906,1443130004.88281,484820007.324219,742780029.296875,883950012.207031,974900024.414063,780030029.296875,657059997.558594,2494879882.8125,2669540039.0625,1241780029.29688,1508530029.29688,1661939941.40625,2256889892.57813,2055479980.46875,1031380004.88281,2595469970.70313,2980340087.89063,3519709960.9375,1943060058.59375,2113370117.1875,3455270019.53125,3905090087.89063,3102060058.59375,2465709960.9375,1386930053.71094,2217989990.23438,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9999.99977648258,9999.99977648258,311089996.337891,210990005.493164,92379997.253418,49759998.3215332,126389999.389648,35439998.626709,42669998.1689453,42540000.9155273,38020000.4577637,30979999.5422363,24200000.7629395,27079999.9237061,43869998.9318848,25430000.3051758,45750000,38389999.3896484,29350000.3814697,25459999.0844727,12119999.8855591,34430000.3051758,23700000.7629395,14859999.6566772,18040000.9155273,22600000.3814697,84540000.9155273,24770000.4577637,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Panama,PAN,88519996.6430664,66629997.253418,75769996.6430664,120199996.948242,70069999.6948242,242289993.286133,120489997.86377,100239997.86377,73500000,90059997.5585938,82559997.5585938,97239997.8637695,61270000.4577637,99370002.746582,64940002.4414063,82150001.5258789,103940002.441406,79629997.253418,63009998.3215332,54380001.0681152,60200000.7629395,56400001.5258789,65029998.7792969,72620002.746582,137070007.324219,103699996.948242,68440002.4414063,66830001.8310547,37630001.0681152,33139999.3896484,169660003.662109,181500000,280700012.207031,114540000.915527,43590000.1525879,52659999.8474121,58020000.4577637,57849998.4741211,44040000.9155273,35439998.626709,43500000,55229999.5422363,42349998.4741211,45119998.9318848,35720001.2207031,32599998.4741211,46409999.8474121,-96510002.1362305,35790000.9155273,62790000.9155273,109940002.441406,92459999.0844727,48430000.3051758,9729999.54223633,-179639999.389648,9939999.5803833,24739999.7711182,43330001.8310547,39099998.4741211,73639999.3896484,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Papua New Guinea,PNG,79999.9982118607,79999.9982118607,..,70000.0002980232,..,771690002.441406,774109985.351563,860969970.703125,932609985.351563,951000000,1132839965.82031,1017780029.29688,1215900024.41406,907760009.765625,1029739990.23438,1147660034.17969,846200012.207031,904200012.207031,933830017.089844,838349975.585938,841270019.53125,778719970.703125,762989990.234375,837280029.296875,788000000,736599975.585938,707619995.117188,728469970.703125,703440002.441406,596690002.441406,646409973.144531,589559997.558594,704630004.882813,533820007.324219,525200012.207031,564539978.027344,548169982.910156,537599975.585938,658890014.648438,377309997.558594,508510009.765625,431779998.779297,421350006.103516,383369995.117188,383209991.455078,359470001.220703,356329986.572266,366290008.544922,337480010.986328,448850006.103516,478279998.779297,494359985.351563,553590026.855469,565650024.414063,522299987.792969,628250000,561049987.792969,535840026.855469,790330017.089844,688380004.882813,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Paraguay,PRY,85949996.9482422,70680000.3051758,19159999.8474121,54619998.9318848,54060001.373291,58340000.1525879,57330001.8310547,75860000.6103516,59500000,77419998.1689453,80589996.3378906,86309997.5585938,78540000.9155273,67019996.6430664,93629997.253418,61180000.3051758,78629997.253418,99589996.3378906,77150001.5258789,59900001.5258789,68069999.6948242,99519996.6430664,172720001.220703,103730003.356934,98800003.0517578,80160003.6621094,90709999.0844727,85139999.3896484,83779998.7792969,120569999.694824,78879997.253418,172500000,79370002.746582,108360000.610352,85160003.6621094,112680000.305176,75230003.3569336,101430000.305176,80529998.7792969,91760002.1362305,91940002.4414063,90459999.0844727,87089996.3378906,79220001.2207031,43349998.4741211,68379997.253418,75529998.7792969,125260002.13623,135630004.882813,154479995.727539,116550003.051758,84370002.746582,109959999.084473,126540000.915527,60790000.9155273,63599998.4741211,95599998.4741211,149740005.493164,164509994.506836,132220001.220703,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Peru,PER,-66769996.6430664,-109669998.168945,46520000.4577637,61130001.0681152,133889999.389648,357470001.220703,272829986.572266,271279998.779297,200309997.558594,194509994.506836,270130004.882813,220059997.558594,203559997.558594,368510009.765625,278579986.572266,242860000.610352,265029998.779297,297059997.558594,370950012.207031,469950012.207031,430529998.779297,496549987.792969,394260009.765625,601469970.703125,653770019.53125,714599975.585938,549450012.207031,532190002.441406,479760009.765625,533010009.765625,602700012.207031,860840026.855469,558200012.207031,773010009.765625,475540008.544922,482290008.544922,420290008.544922,561729980.46875,683270019.53125,571900024.414063,505549987.792969,618200012.207031,661010009.765625,639159973.144531,562789978.027344,540570007.324219,523960021.972656,375100006.103516,461640014.648438,448609985.351563,-156550003.051758,550609985.351563,387920013.427734,355600006.103516,320070007.324219,354529998.779297,345859985.351563,12810000.4196167,450760009.765625,486470001.220703,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Philippines,PHL,515140014.648438,172339996.337891,232169998.168945,192449996.948242,546799987.792969,705309997.558594,376450012.207031,688479980.46875,447519989.013672,559969970.703125,288200012.207031,416359985.351563,871789978.027344,980359985.351563,616690002.441406,661590026.855469,645369995.117188,583599975.585938,680349975.585938,667039978.027344,673330017.089844,831070007.324219,783849975.585938,953429992.675781,850299987.792969,1012010009.76563,1562689941.40625,1096060058.59375,1047650024.41406,1132790039.0625,1589619995.11719,1280050048.82813,1945890014.64844,1651199951.17188,1104060058.59375,927590026.855469,954710021.972656,760330017.089844,762169982.910156,761710021.972656,674580017.089844,718809997.558594,703469970.703125,798840026.855469,519580017.089844,639409973.144531,656809997.558594,667849975.585938,94559997.5585938,377170013.427734,596190002.441406,-12970000.2670288,76339996.3378906,186089996.337891,645510009.765625,547609985.351563,317519989.013672,166520004.272461,547340026.855469,905359985.351563,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Poland,POL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1995800048.82813,4033050048.82813,1958819946.28906,1509619995.11719,2629879882.8125,4346129882.8125,1477589965.82031,1230199951.17188,1264630004.88281,1759589965.82031,2328310058.59375,1616540039.0625,1385640014.64844,1532520019.53125,1750219970.70313,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Portugal,PRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Qatar,QAT,..,..,..,-140000.000596046,..,..,70000.0002980232,70000.0002980232,..,250000,379999.995231628,579999.983310699,1039999.96185303,1370000.00476837,2109999.89509583,2809999.94277954,4420000.07629395,2680000.0667572,349999.994039536,400000.005960464,1169999.95708466,1960000.03814697,2079999.92370605,2619999.88555908,3470000.02861023,4650000.09536743,4320000.17166138,4460000.03814697,2759999.99046326,7059999.94277954,4179999.82833862,3930000.0667572,3720000.02861023,5059999.94277954,3890000.10490417,4099999.90463257,3849999.90463257,2779999.97138977,3660000.08583069,8909999.84741211,2930000.0667572,5909999.84741211,7320000.17166138,6059999.94277954,4159999.84741211,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Romania,ROU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,385690002.441406,483100006.103516,363730010.986328,245699996.948242,215240005.493164,371820007.324219,295119995.117188,305160003.662109,513520019.53125,559780029.296875,690280029.296875,1072199951.17188,626109985.351563,750109985.351563,1041290039.0625,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,370290008.544922,816630004.882813,2540790039.0625,3469610107.42188,2445459960.9375,2329540039.0625,1846160034.17969,1290030029.29688,1708130004.88281,2823649902.34375,2338959960.9375,1609449951.17188,1825689941.40625,1645310058.59375,1634969970.70313,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Rwanda,RWA,76019996.6430664,71910003.6621094,103019996.643066,65010002.1362305,65629997.253418,68279998.7792969,95680000.3051758,105709999.084473,123419998.168945,131059997.558594,153179992.675781,165070007.324219,173270004.272461,191610000.610352,200020004.272461,332359985.351563,280079986.572266,307190002.441406,350380004.882813,363390014.648438,352799987.792969,390369995.117188,399579986.572266,390519989.013672,445079986.572266,482950012.207031,437809997.558594,434579986.572266,423920013.427734,390869995.117188,437859985.351563,538020019.53125,483179992.675781,507720001.220703,1027930053.71094,894950012.207031,615109985.351563,335440002.441406,496769989.013672,523679992.675781,481589996.337891,467720001.220703,521979980.46875,429410003.662109,566619995.117188,640270019.53125,655469970.703125,783409973.144531,904609985.351563,938510009.765625,1036449951.17188,1205849975.58594,861239990.234375,1042380004.88281,987239990.234375,1134109985.35156,1219579956.05469,1283750000,1119660034.17969,1210410034.17969,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Samoa,WSM,..,230000.004172325,670000.016689301,1220000.02861023,1470000.02861023,1580000.04291534,2980000.01907349,5090000.15258789,6599999.90463257,3470000.02861023,6130000.11444092,6530000.20980835,14289999.961853,15659999.8474121,24729999.5422363,50900001.5258789,39979999.5422363,65120002.746582,50189998.626709,72260002.1362305,53729999.5422363,55110000.6103516,55990001.6784668,62680000.3051758,47459999.0844727,51700000.7629395,46799999.2370605,63400001.5258789,47939998.626709,46659999.8474121,57349998.4741211,64260002.1362305,73239997.8637695,69470001.2207031,55450000.7629395,48540000.9155273,41259998.3215332,39610000.6103516,49560001.373291,38000000,47669998.1689453,66250000,58909999.8474121,45360000.6103516,39880001.0681152,50330001.8310547,56669998.1689453,42470001.2207031,41590000.1525879,70500000,117209999.084473,75449996.9482422,100169998.168945,102190002.441406,86440002.4414063,100099998.474121,92620002.746582,138979995.727539,128100006.103516,125569999.694824,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Sao Tome and Principe,STP,860000.014305115,12119999.8855591,..,..,..,..,11210000.038147,3869999.88555908,1350000.02384186,..,..,..,..,..,..,3059999.94277954,41250000,10060000.4196167,11300000.1907349,7230000.01907349,8890000.34332275,14600000.3814697,24809999.4659424,31790000.9155273,31450000.7629395,32889999.3896484,23690000.5340576,30469999.3133545,40689998.626709,84739997.8637695,88160003.6621094,77349998.4741211,79860000.6103516,66040000.9155273,68860000.6103516,113220001.220703,61849998.4741211,48740001.6784668,40880001.0681152,41709999.0844727,56159999.8474121,63139999.3896484,40569999.6948242,48240001.6784668,38970001.2207031,36770000.4577637,25239999.7711182,50909999.8474121,44189998.626709,28889999.3896484,48419998.1689453,67779998.7792969,48970001.2207031,50860000.6103516,39069999.6948242,53450000.7629395,50479999.5422363,42250000,46259998.3215332,52700000.7629395,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Saudi Arabia,SAU,53220001.2207031,-2559999.94277954,-66650001.5258789,-16600000.3814697,-2900000.09536743,2569999.9332428,2309999.94277954,3089999.91416931,3119999.88555908,8579999.92370605,9140000.34332275,11250000,11819999.6948242,12560000.4196167,14880000.1144409,11180000.3051758,6389999.8664856,21629999.1607666,16590000.1525879,25159999.8474121,28350000.3814697,60650001.5258789,111269996.643066,95629997.253418,81290000.9155273,66110000.6103516,54020000.4577637,36009998.3215332,27469999.3133545,20909999.8474121,19500000,17680000.3051758,52639999.3896484,32380001.0681152,17979999.5422363,16459999.0844727,13729999.5422363,3740000.00953674,19639999.3896484,24250000,24079999.9237061,16500000,20989999.7711182,16159999.8474121,20989999.7711182,24069999.6948242,22920000.0762939,-141789993.286133,689999.997615814,289999.99165535,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Senegal,SEN,1049999.95231628,2059999.94277954,109459999.084473,89809997.5585938,436510009.765625,363619995.117188,325670013.427734,341119995.117188,345109985.351563,348899993.896484,278809997.558594,328720001.220703,256510009.765625,381089996.337891,588150024.414063,498190002.441406,419720001.220703,392279998.779297,615119995.117188,787419982.910156,586250000,968869995.117188,725169982.910156,818289978.027344,938979980.46875,749359985.351563,1222060058.59375,1193949951.17188,1005000000,1180589965.82031,1189760009.76563,904640014.648438,883010009.765625,695770019.53125,841020019.53125,772559997.558594,716219970.703125,584539978.027344,695030029.296875,747929992.675781,646619995.117188,651880004.882813,649960021.972656,581510009.765625,1213280029.29688,787669982.910156,946710021.972656,864099975.585938,1011330017.08984,992260009.765625,921599975.585938,976210021.972656,1036010009.76563,957630004.882813,1068300048.82813,924510009.765625,779219970.703125,943469970.703125,998940002.441406,1474060058.59375,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Serbia,SRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69389999.3896484,117690002.441406,83069999.6948242,134720001.220703,159490005.493164,1128880004.88281,1861280029.29688,2138350097.65625,2983550048.82813,1697109985.35156,1381540039.0625,1204189941.40625,1736109985.35156,860130004.882813,917869995.117188,601619995.117188,654989990.234375,1267989990.23438,1061619995.11719,723559997.558594,339329986.572266,338989990.234375,683130004.882813,1764369995.11719,1070020019.53125,585349975.585938,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Seychelles,SYC,10899999.6185303,9579999.92370605,4510000.22888184,5829999.92370605,8289999.96185303,12819999.6948242,7289999.96185303,17409999.8474121,21079999.9237061,10319999.6948242,29549999.2370605,51569999.6948242,52860000.6103516,45360000.6103516,43560001.373291,31950000.7629395,33299999.2370605,43119998.9318848,50569999.6948242,62819999.6948242,45750000,38220001.2207031,43680000.3051758,38349998.4741211,39180000.3051758,62500000,61099998.4741211,43930000.3051758,33950000.7629395,34159999.8474121,54869998.9318848,32590000.1525879,27670000.0762939,28799999.2370605,18409999.8474121,13979999.5422363,24479999.5422363,23670000.0762939,34650001.5258789,18149999.6185303,34860000.6103516,18780000.6866455,83250000,11680000.3051758,11689999.5803833,19149999.6185303,14869999.8855591,6309999.94277954,6840000.15258789,20700000.7629395,51150001.5258789,20610000.6103516,33130001.0681152,25569999.6948242,11220000.2670288,7110000.1335144,6000000,16770000.4577637,..,..,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Sierra Leone,SLE,66160003.6621094,140279998.779297,64910003.6621094,80540000.9155273,77919998.1689453,115129997.253418,68610000.6103516,48779998.7792969,65540000.9155273,53349998.4741211,39880001.0681152,59689998.626709,53700000.7629395,64500000,41849998.4741211,60490001.6784668,47090000.1525879,87730003.3569336,113410003.662109,132990005.493164,206080001.831055,147929992.675781,210589996.337891,170270004.272461,149600006.103516,165559997.558594,191449996.948242,120250000,172449996.948242,167770004.272461,87190002.4414063,150009994.506836,182729995.727539,307890014.648438,367250000,261730010.986328,235970001.220703,164970001.220703,149509994.506836,105750000,260329986.572266,513609985.351563,552690002.441406,425809997.558594,428380004.882813,375160003.662109,402820007.324219,538960021.972656,355559997.558594,434459991.455078,451500000,393149993.896484,419359985.351563,422820007.324219,832750000,960419982.910156,729200012.207031,565659973.144531,507980010.986328,607169982.910156,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Singapore,SGP,-2589999.91416931,-400000.005960464,8800000.19073486,5000000,4190000.05722046,18629999.1607666,18200000.7629395,56770000.4577637,35049999.2370605,119989997.86377,207029998.779297,203050003.051758,174419998.168945,133550003.051758,85389999.3896484,43729999.5422363,38459999.0844727,36720001.2207031,15750000,12819999.6948242,31489999.7711182,50189998.626709,50919998.1689453,36130001.0681152,92349998.4741211,61560001.373291,55900001.5258789,38560001.373291,32520000.4577637,160710006.713867,2309999.94277954,9399999.61853027,23520000.4577637,25010000.2288818,16110000.6103516,14720000.2670288,15270000.4577637,2920000.07629395,1720000.02861023,-1789999.96185303,-349999.994039536,-129999.995231628,10029999.7329712,8529999.73297119,9989999.77111816,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Slovak Republic,SVK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10720000.2670288,175660003.662109,91839996.3378906,74739997.8637695,112309997.558594,124400001.525879,126110000.610352,97839996.3378906,219130004.882813,469309997.558594,186770004.272461,274670013.427734,236229995.727539,205399993.896484,265339996.337891,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Slovenia,SVN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10770000.4577637,45389999.3896484,66050003.0517578,102839996.337891,138889999.389648,56150001.5258789,48060001.373291,102080001.831055,212570007.324219,82900001.5258789,72389999.3896484,71629997.253418,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Solomon Islands,SLB,18270000.4577637,19180000.3051758,21209999.0844727,26790000.9155273,25590000.1525879,34590000.1525879,41169998.1689453,45599998.4741211,56009998.3215332,60119998.9318848,60299999.2370605,46939998.626709,75900001.5258789,65610000.6103516,60919998.1689453,94269996.6430664,86870002.746582,67050003.0517578,86690002.4414063,64930000.3051758,93080001.8310547,62389999.3896484,63090000.1525879,65910003.6621094,49049999.2370605,51419998.1689453,67010002.1362305,102440002.441406,85309997.5585938,73489997.8637695,64580001.8310547,53650001.5258789,65449996.9482422,70190002.4414063,62740001.6784668,58110000.6103516,51799999.2370605,53369998.9318848,44490001.6784668,59840000.1525879,121580001.831055,117230003.356934,55069999.6948242,118449996.948242,175270004.272461,254380004.882813,254029998.779297,266679992.675781,241100006.103516,235410003.662109,310070007.324219,262809997.558594,249080001.831055,248869995.117188,179399993.896484,202369995.117188,184690002.441406,187929992.675781,195559997.558594,230289993.286133,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Somalia,SOM,232570007.324219,250059997.558594,219270004.272461,280970001.220703,175100006.103516,229949996.948242,357140014.648438,98319999.6948242,242490005.493164,229059997.558594,183639999.389648,197460006.713867,170839996.337891,258690002.441406,351630004.882813,616780029.296875,381690002.441406,785409973.144531,758659973.144531,701340026.855469,1140800048.82813,956510009.765625,1210479980.46875,876619995.117188,950049987.792969,907880004.882813,1071530029.29688,1070699951.17188,742059997.558594,721799987.792969,773659973.144531,265350006.103516,984969970.703125,1383790039.0625,817489990.234375,254059997.558594,114910003.662109,118819999.694824,120309997.558594,173419998.168945,166720001.220703,242110000.610352,232070007.324219,234860000.610352,239850006.103516,275609985.351563,434709991.455078,394730010.986328,757599975.585938,670200012.207031,496730010.986328,975890014.648438,925229980.46875,967830017.089844,1014590026.85547,1229729980.46875,1237979980.46875,1831319946.28906,1575180053.71094,1900380004.88281,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,South Africa,ZAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,414299987.792969,437250000,531429992.675781,486339996.337891,699200012.207031,731630004.882813,779239990.234375,755429992.675781,675520019.53125,761099975.585938,810530029.296875,726719970.703125,771239990.234375,806150024.414063,834440002.441406,1119380004.88281,1139790039.0625,1099420043.94531,1389849975.58594,1104239990.23438,1274420043.94531,1074930053.71094,1528209960.9375,1259229980.46875,1051010009.76563,921140014.648438,982770019.53125,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,396000000,1144660034.17969,1338170043.94531,1900250000,1737560058.59375,1680739990.23438,2267510009.76563,1577500000,1912030029.29688,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Spain,ESP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Sri Lanka,LKA,76059997.5585938,75139999.3896484,93529998.7792969,78099998.4741211,63069999.6948242,104970001.220703,221960006.713867,310980010.986328,345440002.441406,319190002.441406,318649993.896484,321690002.441406,288660003.662109,251110000.610352,308220001.220703,518030029.296875,560989990.234375,560989990.234375,825739990.234375,764809997.558594,864570007.324219,854190002.441406,948270019.53125,1065329956.05469,1056770019.53125,1073140014.64844,987169982.910156,720869995.117188,858510009.765625,825450012.207031,889510009.765625,993630004.882813,683330017.089844,718880004.882813,600979980.46875,471209991.455078,390059997.558594,301920013.427734,394369995.117188,204270004.272461,248139999.389648,328299987.792969,328899993.896484,627669982.910156,439790008.544922,1138770019.53125,741239990.234375,512940002.441406,608919982.910156,600250000,526530029.296875,534530029.296875,429769989.013672,381029998.779297,466869995.117188,471230010.986328,398540008.544922,328329986.572266,-247369995.117188,203080001.831055,..,..
